activity_description_id,indicator_id,indicator_name
otro_tipo_de_atención_atención_en_salud_en_planificación_familiar,"número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_reciben_atención_en_planificación_familiar,_ive,_tratamiento_de_its,_vih_sida,_hb,_hc_y_anticoncepción_de_emergencia.","Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que reciben atención en planificación familiar, IVE, tratamiento de ITS, VIH/SIDA, HB, HC y anticoncepción de emergencia."
atención_por_otros_profesionales_de_la_salud_especialistas,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._no_aplica,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - No aplica
otro_tipo_de_atención_atención_en_salud_en_ive,"número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_reciben_atención_en_planificación_familiar,_ive,_tratamiento_de_its,_vih_sida,_hb,_hc_y_anticoncepción_de_emergencia.","Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que reciben atención en planificación familiar, IVE, tratamiento de ITS, VIH/SIDA, HB, HC y anticoncepción de emergencia."
otro_tipo_de_atención_atención_en_salud_en_its_hb_hc,"número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_reciben_atención_en_planificación_familiar,_ive,_tratamiento_de_its,_vih_sida,_hb,_hc_y_anticoncepción_de_emergencia.","Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que reciben atención en planificación familiar, IVE, tratamiento de ITS, VIH/SIDA, HB, HC y anticoncepción de emergencia."
otro_tipo_de_atención_atención_en_salud_en_vih_sida,"número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_reciben_atención_en_planificación_familiar,_ive,_tratamiento_de_its,_vih_sida,_hb,_hc_y_anticoncepción_de_emergencia.","Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que reciben atención en planificación familiar, IVE, tratamiento de ITS, VIH/SIDA, HB, HC y anticoncepción de emergencia."
otro_tipo_de_atención_atención_por_violencia_sexual_y_o_violencia_basada_en_género,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._no_aplica,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - No aplica
otro_tipo_de_atención_atención_en_salud_en_anticoncepción_de_emergencia,"número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_reciben_atención_en_planificación_familiar,_ive,_tratamiento_de_its,_vih_sida,_hb,_hc_y_anticoncepción_de_emergencia.","Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que reciben atención en planificación familiar, IVE, tratamiento de ITS, VIH/SIDA, HB, HC y anticoncepción de emergencia."
atención_individual_en_salud_mental_y_o_psicosocial,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_personas_que_reciben_atención_en_salud_mental_y_o_apoyo_psicosocial.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de personas que reciben atención en salud mental y/o apoyo psicosocial."
atención_individual_en_salud_mental_y_o_psicosocial_psicólogo,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_personas_que_reciben_atención_en_salud_mental_y_o_apoyo_psicosocial.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de personas que reciben atención en salud mental y/o apoyo psicosocial."
atención_individual_en_salud_mental_y_o_psicosocial_médico,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_personas_que_reciben_atención_en_salud_mental_y_o_apoyo_psicosocial.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de personas que reciben atención en salud mental y/o apoyo psicosocial."
acompañamiento_psicosocial_a_victimas_de_violencia_sexual_y_o__vbg,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_personas_que_reciben_atención_médica_y_o_psicosocial_en_violencia_sexual.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de personas que reciben atención médica y/o psicosocial en violencia sexual."
intervenciones_colectivas_en_salud_mental_y_o_psicosocial,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_personas_que_reciben_atención_en_salud_mental_y_o_apoyo_psicosocial.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de personas que reciben atención en salud mental y/o apoyo psicosocial."
atención_individual_en_salud_mental_y_o_psicosocial_otro_profesional,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_personas_que_reciben_atención_en_salud_mental_y_o_apoyo_psicosocial.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de personas que reciben atención en salud mental y/o apoyo psicosocial."
insumos_y_tecnologías_para_ssr_planificación_familiar_y_anticoncepción_de_emergencia,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
insumos_y_tecnologías_para_ssr_salud_materno_perinatal_incluidas_emergencias_obstétricas,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
insumos_y_tecnologías_para_ssr_prevención_de_its_vih_hb_hc,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
insumos_y_tecnologías_para_ssr_vbg,"número_de_mujeres,_niños,_niñas_y_adolescentes_que_se_benefician_de_acciones_de_salud_sexual_y_reproductiva,_salud_mental_y_materno_perinatal._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de mujeres, niños, niñas y adolescentes que se benefician de acciones de salud sexual y reproductiva, salud mental y materno perinatal. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
